,gendered,neutral
798,"¿Cómo cabe esperar que la situación empeore si los encargados , las encargadas de valorar las estimaciones apenas tiene en cuenta este aspecto?",¿Cómo cabe esperar que la situación empeore si el personal encargado de valorar las estimaciones apenas tiene en cuenta este aspecto?
799,Las profesoras Mariana y Jimena impartirán el temario de Conocimiento del Medio.,Las profesoras Mariana y Jimena impartirán el temario de Conocimiento del Medio.
800,Habla con tu médico de cabecera para averiguar si necesitas que se cambie tu dosis de paracetamol o de los demás medicamentos que tienes prescritos,Habla con tu médico de cabecera para averiguar si necesitas que se cambie tu dosis de paracetamol o del resto medicamentos que tienes prescritos
801,Es crucial solventar los problemas que tiene el promotor añadiendo personal con un perfil diferente para compensar las carencias,Es crucial solventar los problemas que tiene el personal promotor añadiendo personal con un perfil diferente para compensar las carencias
802,Cada uno de los integrantes deberá solicitar que se explida el certificado correspondiente,Cada integrante deberá solicitar que se explida el certificado correspondiente
803,Participaron unos veintitres asistentes,Participaron al rededor de veintitres asistentes
804,Tenemos que cubrir las carencias que presenta el promotor incorporando personal con un perfil diferente para compensar los fallos,Tenemos que cubrir las carencias que presenta el personal promotor incorporando personal con un perfil diferente para compensar los fallos
805,Los profesores Adolfo y Germán impartirán la asignatura de Lengua Castellana.,Los profesores Adolfo y Germán impartirán la asignatura de Lengua Castellana.
806,Es crucial solventar los problemas que tiene el promotor incorporando personal cualificado con un perfil diferente para compensar los erroes pasados,Es crucial solventar los problemas que tiene el equipo promotor incorporando personal cualificado con un perfil diferente para compensar los erroes pasados
807,Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Marina y Susana serán las responsables de coordinar el departamento de Matemáticas.,Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Marina y Susana serán las responsables de coordinar el departamento de Matemáticas.
808,Asistieron unos quinientos participantes,Asistieron aproximadamente quinientos participantes
809,Es importante solventar los problemas que presenta el promotor incorporando personal cualificado con un perfil diferente para compensar las carencias,Es importante solventar los problemas que presenta el equipo promotor incorporando personal cualificado con un perfil diferente para compensar las carencias
810,Siempre debes hablar con aquel con especialidad en la materia,Siempre debes hablar con la persona especializada en la materia
811,Otro campo de actuación importante fueron los hospitales públicos dónde se trabaja con el personal sanitario,Otro campo de actuación importante fueron los hospitales públicos dónde se trabaja con el personal sanitario
812,Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Eva y Margarita serán las responsables de coordinar el departamento de Física.,Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Eva y Margarita serán las responsables de coordinar el departamento de Física.
813,"Mediante una orden , la directora del Departamento Central de Asuntos Internos advirtió al jefe de la brigada criminal de la policía de la oficina de asuntos internos del distrito de Medeu sobre lo inapropiado de su conducta y se cesó al director de la oficina de asuntos internos del distrito de Medeu.","Mediante una orden , la dirección del Departamento Central de Asuntos Internos advirtió al jefe de la brigada criminal de la policía de la oficina de asuntos internos del distrito de Medeu sobre lo inapropiado de su conducta y se cesó al director de la oficina de asuntos internos del distrito de Medeu."
814,Cada uno de los integrantes podrá solicitar el justificante de asistencia,Cada integrante podrá solicitar el justificante de asistencia
815,¿ alguna quiere salir a la pizarra?,¿ quién quiere salir a la pizarra?
816,Mientras esté ingresado no debe tomar vitaminas que no le sea suministrada por los especializados de nuestro centro,Mientras esté ingresado no debe tomar vitaminas que no le sea suministrada por el personal experto de nuestro centro
817,Todos los ponentes al congreso contará con un dosier explicativo,Cada ponente al congreso contará con un dosier explicativo
818,Los periódicos podrán hacer difusión sin olvidar nunca la procedencia y el autor de las encuestas,Los periódicos podrán hacer difusión sin olvidar nunca la procedencia y la autoría de las encuestas
819,Todas las tituladas deberán salir primero,Las personas con titulación deberán salir primero
820,Los intermediarios de la negociación se ocuparán también de saber si la clínica tiene las deudas saldadas y si no hay problemas legales pendientes,El personal intermediador de la negociación se ocupará también de saber si la clínica tiene las deudas saldadas y si no hay problemas legales pendientes
821,Los profesores Martín y Lucas impartirán la asignatura de Tecnología.,Los profesores Martín y Lucas impartirán la asignatura de Tecnología.
822,Todos los ponentes al curso contará con un diploma,Cada ponente al curso contará con un diploma
823,En la mesa redonda intervendrán distintos participantes Dichos ponentes serán especialistas en la materia,En la mesa redonda intervendrán diferentes participantes Tales ponentes serán especialistas en la materia
824,Los formadores Leo y Daniel impartirán el temario de Literatura.,Los formadores Leo y Daniel impartirán el temario de Literatura.
825,Los formadores Fernando y Javier impartirán el temario de Dibujo Técnico.,Los formadores Fernando y Javier impartirán el temario de Dibujo Técnico.
826,Tenemos que cubrir las carencias que tiene el promotor incorporando personal con un perfil diferente para compensar los erroes pasados,Tenemos que cubrir las carencias que tiene el personal promotor incorporando personal con un perfil diferente para compensar los erroes pasados
827,Los docentes Fernando y Javier impartirán la asignatura de Química.,Los docentes Fernando y Javier impartirán la asignatura de Química.
828,La normativa está enfocada a los voluntarios y les explicaba sus nuevas responsabilidades,La normativa está enfocada al voluntariado y les explicaba sus nuevas responsabilidades
829,Se han incorporado al centro dos docentes para el nuevo curso. Los formadores Jaime e Ismael serán los responsables de coordinar el departamento de Conocimiento del Medio.,Se han incorporado al centro dos docentes para el nuevo curso. Los profesores Jaime e Ismael serán los responsables de coordinar el departamento de Conocimiento del Medio.
830,Los docentes Adolfo y Germán impartirán la asignatura de Conocimiento del Medio.,Los docentes Adolfo y Germán impartirán la asignatura de Conocimiento del Medio.
