gendered,neutral,difficulty
Se han incorporado al centro dos docentes para el nuevo curso. Los profesores Mario y Roberto serán los responsables de coordinar el departamento de Conocimiento del Medio.,Se han incorporado al centro dos docentes para el nuevo curso. Los profesores Mario y Roberto serán los responsables de coordinar el departamento de Conocimiento del Medio.,
Las profesoras Isabel y Dolores impartirán la asignatura de Matemáticas.,Las profesoras Isabel y Dolores impartirán la asignatura de Matemáticas.,
Los profesores Leo y Daniel impartirán la asignatura de Conocimiento del Medio.,Los profesores Leo y Daniel impartirán la asignatura de Conocimiento del Medio.,
Todos tenemos que disfrutar de la vida,Cada persona tiene que disfrutar de la vida,
Los expertos dicen que el cambio climático está aquí,Las personas expertas dicen que el cambio climático está aquí,
Se debería proteger competentemente a los trabajadores de la posibilidad de contraer cáncer como consecuencia de la exposición a la radiación,Se debería proteger competentemente al equipo de la posibilidad de contraer cáncer como consecuencia de la exposición a la radiación,
Aprecio que seáis vosotros quienes me lea algo,Aprecio que alguien me lea algo,
Establecer un protocolo de actuación para todos los profesores de manera unívoca,Establecer un protocolo de actuación para todo el profesorado de manera unívoca,
Los formadores Fernando y Javier impartirán el temario de Francés.,Los formadores Fernando y Javier impartirán el temario de Francés.,
El tribunal estará compuesto por profesionales con acreditación,El tribunal estará compuesto por profesionales con acreditación,
Los intermediarios de la venta se ocuparán también de saber si la casa tiene todas sus cuentas al día y si no hay cargas,El equipo intermediador de la venta se ocupará también de saber si la casa tiene todas sus cuentas al día y si no hay cargas,
Los periódicos podrán reenviar la información sin olvidar nunca la procedencia y el autor de los ensayos filosóficos,Los periódicos podrán reenviar la información sin olvidar nunca la procedencia y la autoría de los ensayos filosóficos,
Los profesores Leo y Daniel impartirán la asignatura de Matemáticas.,Los profesores Leo y Daniel impartirán la asignatura de Matemáticas.,
Los profesores Martín y Lucas impartirán el temario de Literatura.,Los profesores Martín y Lucas impartirán el temario de Literatura.,
Los formadores Adolfo y Germán impartirán la asignatura de Ciencias de la Tierra.,Los formadores Adolfo y Germán impartirán la asignatura de Ciencias de la Tierra.,
Los formadores Martín y Lucas impartirán la asignatura de Lengua Castellana.,Los formadores Martín y Lucas impartirán la asignatura de Lengua Castellana.,
Los intermediarios de la negociación se ocuparán también de saber si la oficina tiene las deudas saldadas,El equipo intermediador de la negociación se ocupará también de saber si la oficina tiene las deudas saldadas,
las ponentes deberán llegar con media hora de antelación,quienes expongan deberán llegar con media hora de antelación,
Los docentes Fernando y Javier impartirán el temario de Dibujo Técnico.,Los docentes Fernando y Javier impartirán el temario de Dibujo Técnico.,
"Bienvenido/a , Bienvenidos/as a la ayuda general del espacio Abierto al Público del Portal ABC","Bienvenido/a , Bienvenidos/as a la ayuda general del espacio Abierto al Público del Portal ABC",
Los intermediarios del acuerdo se ocuparán también de saber si el local tiene todas sus cuentas al día,El equipo intermediador del acuerdo se ocupará también de saber si el local tiene todas sus cuentas al día,
Se asesora a los estudiantes con dificultades,Se asesora a estudiantes con dificultades,
"Esta tarea crucial , en la que participaron todos los investigadores del departamento , ha arrojado varios resultados alarmantes","Esta tarea crucial , en la que participó todo el personal investigador del departamento , ha arrojado varios resultados alarmantes",
Me gusta que seáis vosotros quienes de vez en cuando me lea algo,Me gusta que alguna persona de vez en cuando me lea algo,
Puede una persona diferenciar el bien del mal?,Se puede diferenciar el bien del mal?,
Los formadores Alejandro y Manuel impartirán el temario de Latín.,Los formadores Alejandro y Manuel impartirán el temario de Latín.,
Se debería proteger competentemente a los trabajadores del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,Se debería proteger competentemente al equipo del riesgo de contraer enfermedades como consecuencia de la exposición a la radiación,
No está de más decir que carga con una larga historia de desprestigio entre el electorado,No está de más decir que carga con una larga historia de desprestigio entre el electorado,
Los intermediarios de la negociación se ocuparán también de saber si la oficina tiene todas sus cuentas al día y si no hay cargas,Las personas intermediarias de la negociación se ocuparán también de saber si la oficina tiene todas sus cuentas al día y si no hay cargas,
Participaron unos ciento cincuenta asistentes,Participaron al rededor de ciento cincuenta asistentes,
Mientras esté ingresado no debe tomar agua que no le sea suministrada por los expertos,Mientras esté ingresado no debe tomar agua que no le sea suministrada por el personal especializado,
Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Sonia y Sandra serán las responsables de coordinar el departamento de Educación Física.,Se han incorporado al centro dos docentes para el nuevo curso. Las profesoras Sonia y Sandra serán las responsables de coordinar el departamento de Educación Física.,
Habla con tu médico para averiguar si necesitas que se modifique tu dosis de paracetamol o de los demás medicamentos que tienes prescritos,Habla con tu médico para averiguar si necesitas que se modifique tu dosis de paracetamol o del resto medicamentos que tienes prescritos,
"Debido a esto , el premio se repartirá a las candidaturas seleccionadas tras acabar la prueba","Debido a esto , el premio se repartirá a las candidaturas seleccionadas tras acabar la prueba",
Las profesoras Isabel y Dolores impartirán el temario de Física.,Las profesoras Isabel y Dolores impartirán el temario de Física.,
"Debido a esto , el premio podrá asignarse totalmente a las candidatas seleccionadas en una ceremonia","Debido a esto , el premio podrá asignarse totalmente a las candidaturas seleccionadas en una ceremonia",
Los interesados en Montenegro y China pueden leerlo en sus idiomas locales,Las personas interesadas en Montenegro y China pueden leerlo en sus idiomas locales,
el alumnado se ha quejado de la actitud de el profesorado en los exámenes finales. Los representantes estudiantiles son los alumnos Juanju y Javi.,el alumnado se ha quejado de la actitud de el profesorado en los exámenes finales. Los representantes estudiantiles son los alumnos Juanju y Javi.,
Los intermediarios de la venta se ocuparán también de saber si la oficina tiene todas sus cuentas al día y si no hay problemas legales pendientes,El equipo intermediador de la venta se ocupará también de saber si la oficina tiene todas sus cuentas al día y si no hay problemas legales pendientes,
Los intermediarios de la negociación se ocuparán también de saber si la clínica tiene las deudas saldadas y si no hay cargas,Las personas intermediarias de la negociación se ocuparán también de saber si la clínica tiene las deudas saldadas y si no hay cargas,
"Debido a esto , la cuantía económica estipulada se entregará totalmente a los candidatos seleccionados en una ceremonia","Debido a esto , la cuantía económica estipulada se entregará totalmente a las candidaturas seleccionadas en una ceremonia",
las conferenciantes deberán llegar con media hora de antelación,quienes expongan deberán llegar con media hora de antelación,
